date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region
01-07-23,Entertainment,Expense,,4922,0,4922,0,52081,Card,East
01-07-23,Medical,Expense,,4461,0,4461,0,52081,Auto Debit,East
01-07-23,Savings,Savings,,15304,0,0,15304,0,UPI,East
01-07-23,Investment SIP,Investment,,5943,0,5943,0,52081,UPI,East
01-08-23,Salary,Income,Job,63040,63040,0,0,0,Card,South
01-08-23,Freelance,Income,Freelancing,11958,11958,0,0,0,UPI,South
01-08-23,Rent,Expense,,15613,0,15613,0,44076,UPI,South
01-08-23,Groceries,Expense,,13299,0,13299,0,44076,Card,South
01-08-23,Transport,Expense,,4709,0,4709,0,44076,UPI,South
01-08-23,Utilities,Expense,,4703,0,4703,0,44076,UPI,South
01-08-23,Entertainment,Expense,,3238,0,3238,0,44076,Auto Debit,South
01-08-23,Medical,Expense,,1957,0,1957,0,44076,UPI,South
01-08-23,Savings,Savings,,13270,0,0,13270,0,UPI,South
01-08-23,Investment SIP,Investment,,8010,0,8010,0,44076,Card,South
01-09-23,Salary,Income,Job,75550,75550,0,0,0,Card,South
01-09-23,Freelance,Income,Freelancing,17246,17246,0,0,0,UPI,South
01-09-23,Rent,Expense,,19933,0,19933,0,53977,Bank Transfer,South
01-09-23,Groceries,Expense,,13812,0,13812,0,53977,UPI,South
01-09-23,Transport,Expense,,3262,0,3262,0,53977,Bank Transfer,South
01-09-23,Utilities,Expense,,3680,0,3680,0,53977,Bank Transfer,South
01-09-23,Entertainment,Expense,,8093,0,8093,0,53977,Bank Transfer,South
01-09-23,Medical,Expense,,3258,0,3258,0,53977,Card,South
01-09-23,Savings,Savings,,21773,0,0,21773,0,UPI,South
01-09-23,Investment SIP,Investment,,13990,0,13990,0,53977,Card,South
01-10-23,Salary,Income,Job,66956,66956,0,0,0,UPI,North
01-10-23,Freelance,Income,Freelancing,21726,21726,0,0,0,Bank Transfer,North
01-10-23,Rent,Expense,,15415,0,15415,0,44954,UPI,North
01-10-23,Groceries,Expense,,11146,0,11146,0,44954,Card,North
01-10-23,Transport,Expense,,5648,0,5648,0,44954,Card,North
01-10-23,Utilities,Expense,,5490,0,5490,0,44954,Card,North
01-10-23,Entertainment,Expense,,3036,0,3036,0,44954,Auto Debit,North
01-10-23,Medical,Expense,,3451,0,3451,0,44954,Bank Transfer,North
01-10-23,Savings,Savings,,9114,0,0,9114,0,Card,North
01-10-23,Investment SIP,Investment,,14737,0,14737,0,44954,Card,North
01-11-23,Salary,Income,Job,55599,55599,0,0,0,UPI,East
01-11-23,Freelance,Income,Freelancing,16443,16443,0,0,0,Card,East
01-11-23,Rent,Expense,,18318,0,18318,0,44988,UPI,East
01-11-23,Groceries,Expense,,11598,0,11598,0,44988,UPI,East
01-11-23,Transport,Expense,,4366,0,4366,0,44988,Auto Debit,East
01-11-23,Utilities,Expense,,4316,0,4316,0,44988,UPI,East
01-11-23,Entertainment,Expense,,3579,0,3579,0,44988,UPI,East
01-11-23,Medical,Expense,,917,0,917,0,44988,UPI,East
01-11-23,Savings,Savings,,9217,0,0,9217,0,Auto Debit,East
01-11-23,Investment SIP,Investment,,5704,0,5704,0,44988,Auto Debit,East
01-12-23,Salary,Income,Job,84376,84376,0,0,0,Bank Transfer,South
01-12-23,Freelance,Income,Freelancing,7243,7243,0,0,0,UPI,South
01-12-23,Rent,Expense,,18553,0,18553,0,47071,UPI,South
01-12-23,Groceries,Expense,,11925,0,11925,0,47071,UPI,South
01-12-23,Transport,Expense,,4272,0,4272,0,47071,UPI,South
01-12-23,Utilities,Expense,,3521,0,3521,0,47071,UPI,South
01-12-23,Entertainment,Expense,,7719,0,7719,0,47071,Auto Debit,South
01-12-23,Medical,Expense,,998,0,998,0,47071,Auto Debit,South
01-12-23,Savings,Savings,,21873,0,0,21873,0,UPI,South
01-12-23,Investment SIP,Investment,,13399,0,13399,0,47071,Bank Transfer,South
01-01-24,Salary,Income,Job,49866,49866,0,0,0,UPI,East
01-01-24,Freelance,Income,Freelancing,11853,11853,0,0,0,Card,East
01-01-24,Rent,Expense,,16684,0,16684,0,42765,Card,East
01-01-24,Groceries,Expense,,11578,0,11578,0,42765,Card,East
01-01-24,Transport,Expense,,4113,0,4113,0,42765,Auto Debit,East
01-01-24,Utilities,Expense,,3815,0,3815,0,42765,Auto Debit,East
01-01-24,Entertainment,Expense,,6472,0,6472,0,42765,Auto Debit,East
01-01-24,Medical,Expense,,1815,0,1815,0,42765,Card,East
01-01-24,Savings,Savings,,14480,0,0,14480,0,Auto Debit,East
01-01-24,Investment SIP,Investment,,13455,0,13455,0,42765,UPI,East
01-02-24,Salary,Income,Job,72956,72956,0,0,0,UPI,West
01-02-24,Freelance,Income,Freelancing,20541,20541,0,0,0,Card,West
01-02-24,Rent,Expense,,15034,0,15034,0,47221,Card,West
01-02-24,Groceries,Expense,,10769,0,10769,0,47221,Bank Transfer,West
01-02-24,Transport,Expense,,4816,0,4816,0,47221,UPI,West
01-02-24,Utilities,Expense,,5354,0,5354,0,47221,Auto Debit,West
01-02-24,Entertainment,Expense,,6725,0,6725,0,47221,Card,West
01-02-24,Medical,Expense,,3358,0,3358,0,47221,Card,West
01-02-24,Savings,Savings,,11383,0,0,11383,0,UPI,West
01-02-24,Investment SIP,Investment,,6277,0,6277,0,47221,Card,West
01-03-24,Salary,Income,Job,54821,54821,0,0,0,UPI,South
01-03-24,Freelance,Income,Freelancing,19018,19018,0,0,0,Auto Debit,South
01-03-24,Rent,Expense,,16932,0,16932,0,41456,Card,South
01-03-24,Groceries,Expense,,8722,0,8722,0,41456,Bank Transfer,South
01-03-24,Transport,Expense,,5583,0,5583,0,41456,Bank Transfer,South
01-03-24,Utilities,Expense,,3894,0,3894,0,41456,Card,South
01-03-24,Entertainment,Expense,,3820,0,3820,0,41456,Auto Debit,South
01-03-24,Medical,Expense,,3031,0,3031,0,41456,Bank Transfer,South
01-03-24,Savings,Savings,,18314,0,0,18314,0,Bank Transfer,South
01-03-24,Investment SIP,Investment,,9118,0,9118,0,41456,UPI,South
01-04-24,Salary,Income,Job,51484,51484,0,0,0,Auto Debit,South
01-04-24,Freelance,Income,Freelancing,22650,22650,0,0,0,UPI,South
01-04-24,Rent,Expense,,15882,0,15882,0,39747,Bank Transfer,South
01-04-24,Groceries,Expense,,9441,0,9441,0,39747,Bank Transfer,South
01-04-24,Transport,Expense,,3702,0,3702,0,39747,Card,South
01-04-24,Utilities,Expense,,2586,0,2586,0,39747,Bank Transfer,South
01-04-24,Entertainment,Expense,,6985,0,6985,0,39747,UPI,South
01-04-24,Medical,Expense,,874,0,874,0,39747,UPI,South
01-04-24,Savings,Savings,,12571,0,0,12571,0,UPI,South
01-04-24,Investment SIP,Investment,,13873,0,13873,0,39747,Bank Transfer,South
01-05-24,Salary,Income,Job,63864,63864,0,0,0,Auto Debit,West
01-05-24,Freelance,Income,Freelancing,15471,15471,0,0,0,UPI,West
01-05-24,Rent,Expense,,14562,0,14562,0,37126,UPI,West
01-05-24,Groceries,Expense,,6623,0,6623,0,37126,Card,West
01-05-24,Transport,Expense,,3128,0,3128,0,37126,UPI,West
01-05-24,Utilities,Expense,,4094,0,4094,0,37126,Bank Transfer,West
01-05-24,Entertainment,Expense,,5065,0,5065,0,37126,Bank Transfer,West
01-05-24,Medical,Expense,,4419,0,4419,0,37126,Bank Transfer,West
01-05-24,Savings,Savings,,17445,0,0,17445,0,Card,West
01-05-24,Investment SIP,Investment,,8457,0,8457,0,37126,UPI,West
01-06-24,Salary,Income,Job,73400,73400,0,0,0,Auto Debit,East
01-06-24,Freelance,Income,Freelancing,7445,7445,0,0,0,UPI,East
01-06-24,Rent,Expense,,14167,0,14167,0,38696,UPI,East
01-06-24,Groceries,Expense,,7136,0,7136,0,38696,UPI,East
01-06-24,Transport,Expense,,3048,0,3048,0,38696,UPI,East
01-06-24,Utilities,Expense,,4549,0,4549,0,38696,Bank Transfer,East
01-06-24,Entertainment,Expense,,8327,0,8327,0,38696,Bank Transfer,East
01-06-24,Medical,Expense,,2470,0,2470,0,38696,Auto Debit,East
01-06-24,Savings,Savings,,17767,0,0,17767,0,UPI,East
01-06-24,Investment SIP,Investment,,5562,0,5562,0,38696,UPI,East
01-07-24,Salary,Income,Job,50024,50024,0,0,0,Card,East
01-07-24,Freelance,Income,Freelancing,17864,17864,0,0,0,Auto Debit,East
01-07-24,Rent,Expense,,14892,0,14892,0,51632,Auto Debit,East
01-07-24,Groceries,Expense,,12745,0,12745,0,51632,Card,East
01-07-24,Transport,Expense,,5049,0,5049,0,51632,Auto Debit,East
01-07-24,Utilities,Expense,,5209,0,5209,0,51632,Card,East
01-07-24,Entertainment,Expense,,8476,0,8476,0,51632,Card,East
01-07-24,Medical,Expense,,4137,0,4137,0,51632,Bank Transfer,East
01-07-24,Savings,Savings,,15514,0,0,15514,0,Bank Transfer,East
01-07-24,Investment SIP,Investment,,8583,0,8583,0,51632,Bank Transfer,East
01-08-24,Salary,Income,Job,74350,74350,0,0,0,Auto Debit,West
01-08-24,Freelance,Income,Freelancing,16241,16241,0,0,0,Bank Transfer,West
01-08-24,Rent,Expense,,14652,0,14652,0,42616,Bank Transfer,West
01-08-24,Groceries,Expense,,10823,0,10823,0,42616,Bank Transfer,West
01-08-24,Transport,Expense,,3103,0,3103,0,42616,UPI,West
01-08-24,Utilities,Expense,,5271,0,5271,0,42616,Bank Transfer,West
01-08-24,Entertainment,Expense,,5806,0,5806,0,42616,Auto Debit,West
01-08-24,Medical,Expense,,4172,0,4172,0,42616,Card,West
01-08-24,Savings,Savings,,15760,0,0,15760,0,Bank Transfer,West
01-08-24,Investment SIP,Investment,,9653,0,9653,0,42616,Card,West
01-09-24,Salary,Income,Job,79501,79501,0,0,0,Auto Debit,West
01-09-24,Freelance,Income,Freelancing,17119,17119,0,0,0,Bank Transfer,West
01-09-24,Rent,Expense,,12664,0,12664,0,35762,Bank Transfer,West
01-09-24,Groceries,Expense,,10527,0,10527,0,35762,Bank Transfer,West
01-09-24,Transport,Expense,,5248,0,5248,0,35762,Card,West
01-09-24,Utilities,Expense,,3562,0,3562,0,35762,Bank Transfer,West
01-09-24,Entertainment,Expense,,3845,0,3845,0,35762,Bank Transfer,West
01-09-24,Medical,Expense,,1098,0,1098,0,35762,UPI,West
01-09-24,Savings,Savings,,20399,0,0,20399,0,UPI,West
01-09-24,Investment SIP,Investment,,11647,0,11647,0,35762,Auto Debit,West
01-10-24,Salary,Income,Job,87828,87828,0,0,0,Bank Transfer,East
01-10-24,Freelance,Income,Freelancing,12439,12439,0,0,0,Bank Transfer,East
01-10-24,Rent,Expense,,20771,0,20771,0,46787,UPI,East
01-10-24,Groceries,Expense,,9352,0,9352,0,46787,Auto Debit,East
01-10-24,Transport,Expense,,4068,0,4068,0,46787,Card,East
01-10-24,Utilities,Expense,,5280,0,5280,0,46787,UPI,East
01-10-24,Entertainment,Expense,,5947,0,5947,0,46787,Card,East
01-10-24,Medical,Expense,,1267,0,1267,0,46787,Auto Debit,East
01-10-24,Savings,Savings,,8655,0,0,8655,0,Auto Debit,East
01-10-24,Investment SIP,Investment,,7936,0,7936,0,46787,UPI,East
01-11-24,Salary,Income,Job,51241,51241,0,0,0,UPI,East
01-11-24,Freelance,Income,Freelancing,14011,14011,0,0,0,Bank Transfer,East
01-11-24,Rent,Expense,,21444,0,21444,0,46984,Auto Debit,East
01-11-24,Groceries,Expense,,10080,0,10080,0,46984,Bank Transfer,East
01-11-24,Transport,Expense,,4498,0,4498,0,46984,Bank Transfer,East
01-11-24,Utilities,Expense,,5130,0,5130,0,46984,Bank Transfer,East
01-11-24,Entertainment,Expense,,6572,0,6572,0,46984,UPI,East
01-11-24,Medical,Expense,,910,0,910,0,46984,Bank Transfer,East
01-11-24,Savings,Savings,,15085,0,0,15085,0,Auto Debit,East
01-11-24,Investment SIP,Investment,,11087,0,11087,0,46984,UPI,East
01-12-24,Salary,Income,Job,66966,66966,0,0,0,UPI,East
01-12-24,Freelance,Income,Freelancing,13322,13322,0,0,0,Bank Transfer,East
01-12-24,Rent,Expense,,20520,0,20520,0,45705,Bank Transfer,East
01-12-24,Groceries,Expense,,8908,0,8908,0,45705,Bank Transfer,East
01-12-24,Transport,Expense,,2527,0,2527,0,45705,Bank Transfer,East
01-12-24,Utilities,Expense,,4604,0,4604,0,45705,Bank Transfer,East
01-12-24,Entertainment,Expense,,8900,0,8900,0,45705,Card,East
01-12-24,Medical,Expense,,2072,0,2072,0,45705,UPI,East
01-12-24,Savings,Savings,,9717,0,0,9717,0,UPI,East
01-12-24,Investment SIP,Investment,,10806,0,10806,0,45705,UPI,East
01-01-21,Salary,Income,Job,67322,67322,0,0,0,Bank Transfer,South
01-01-21,Freelance,Income,Freelancing,20582,20582,0,0,0,UPI,South
01-01-21,Rent,Expense,,17661,0,17661,0,48084,Card,South
01-01-21,Groceries,Expense,,11099,0,11099,0,48084,Auto Debit,South
01-01-21,Transport,Expense,,3577,0,3577,0,48084,UPI,South
01-01-21,Utilities,Expense,,5019,0,5019,0,48084,UPI,South
01-01-21,Entertainment,Expense,,8543,0,8543,0,48084,Bank Transfer,South
01-01-21,Medical,Expense,,4001,0,4001,0,48084,Card,South
01-01-21,Savings,Savings,,20528,0,0,20528,0,Card,South
01-01-21,Investment SIP,Investment,,5662,0,5662,0,48084,Card,South
01-02-21,Salary,Income,Job,64120,64120,0,0,0,Auto Debit,South
01-02-21,Freelance,Income,Freelancing,9993,9993,0,0,0,UPI,South
01-02-21,Rent,Expense,,15108,0,15108,0,43636,Bank Transfer,South
01-02-21,Groceries,Expense,,9541,0,9541,0,43636,UPI,South
01-02-21,Transport,Expense,,4920,0,4920,0,43636,Card,South
01-02-21,Utilities,Expense,,3932,0,3932,0,43636,Card,South
01-02-21,Entertainment,Expense,,8062,0,8062,0,43636,UPI,South
01-02-21,Medical,Expense,,2292,0,2292,0,43636,Bank Transfer,South
01-02-21,Savings,Savings,,20355,0,0,20355,0,UPI,South
01-02-21,Investment SIP,Investment,,9163,0,9163,0,43636,UPI,South
01-03-21,Salary,Income,Job,80239,80239,0,0,0,Card,West
01-03-21,Freelance,Income,Freelancing,18622,18622,0,0,0,Card,West
01-03-21,Rent,Expense,,17204,0,17204,0,41430,Auto Debit,West
01-03-21,Groceries,Expense,,7500,0,7500,0,41430,Auto Debit,West
01-03-21,Transport,Expense,,5570,0,5570,0,41430,UPI,West
01-03-21,Utilities,Expense,,3484,0,3484,0,41430,Bank Transfer,West
01-03-21,Entertainment,Expense,,7662,0,7662,0,41430,Bank Transfer,West
01-03-21,Medical,Expense,,1444,0,1444,0,41430,Bank Transfer,West
01-03-21,Savings,Savings,,13547,0,0,13547,0,UPI,West
01-03-21,Investment SIP,Investment,,12448,0,12448,0,41430,UPI,West
01-04-21,Salary,Income,Job,70086,70086,0,0,0,Card,South
01-04-21,Freelance,Income,Freelancing,8990,8990,0,0,0,Card,South
01-04-21,Rent,Expense,,19667,0,19667,0,45937,UPI,South
01-04-21,Groceries,Expense,,7481,0,7481,0,45937,UPI,South
01-04-21,Transport,Expense,,5124,0,5124,0,45937,Bank Transfer,South
01-04-21,Utilities,Expense,,4488,0,4488,0,45937,Auto Debit,South
01-04-21,Entertainment,Expense,,7073,0,7073,0,45937,Card,South
01-04-21,Medical,Expense,,3934,0,3934,0,45937,Card,South
01-04-21,Savings,Savings,,18177,0,0,18177,0,UPI,South
01-04-21,Investment SIP,Investment,,9963,0,9963,0,45937,Card,South
01-05-21,Salary,Income,Job,62495,62495,0,0,0,UPI,North
01-05-21,Freelance,Income,Freelancing,24590,24590,0,0,0,UPI,North
01-05-21,Rent,Expense,,21851,0,21851,0,51458,UPI,North
01-05-21,Groceries,Expense,,11381,0,11381,0,51458,Card,North
01-05-21,Transport,Expense,,3627,0,3627,0,51458,Card,North
01-05-21,Utilities,Expense,,5076,0,5076,0,51458,UPI,North
01-05-21,Entertainment,Expense,,7151,0,7151,0,51458,Bank Transfer,North
01-05-21,Medical,Expense,,3083,0,3083,0,51458,UPI,North
01-05-21,Savings,Savings,,11291,0,0,11291,0,Card,North
01-05-21,Investment SIP,Investment,,5477,0,5477,0,51458,Auto Debit,North
01-06-21,Salary,Income,Job,48043,48043,0,0,0,UPI,North
01-06-21,Freelance,Income,Freelancing,21525,21525,0,0,0,Bank Transfer,North
01-06-21,Rent,Expense,,19120,0,19120,0,47304,Card,North
01-06-21,Groceries,Expense,,9184,0,9184,0,47304,UPI,North
01-06-21,Transport,Expense,,5690,0,5690,0,47304,Auto Debit,North
01-06-21,Utilities,Expense,,2939,0,2939,0,47304,Auto Debit,North
01-06-21,Entertainment,Expense,,7859,0,7859,0,47304,UPI,North
01-06-21,Medical,Expense,,1372,0,1372,0,47304,Auto Debit,North
01-06-21,Savings,Savings,,13991,0,0,13991,0,UPI,North
01-06-21,Investment SIP,Investment,,7744,0,7744,0,47304,UPI,North
01-07-21,Salary,Income,Job,52990,52990,0,0,0,Card,South
01-07-21,Freelance,Income,Freelancing,7690,7690,0,0,0,Bank Transfer,South
01-07-21,Rent,Expense,,13184,0,13184,0,38592,Auto Debit,South
01-07-21,Groceries,Expense,,6233,0,6233,0,38592,Bank Transfer,South
01-07-21,Transport,Expense,,5719,0,5719,0,38592,Bank Transfer,South
01-07-21,Utilities,Expense,,5091,0,5091,0,38592,Auto Debit,South
01-07-21,Entertainment,Expense,,8988,0,8988,0,38592,Bank Transfer,South
01-07-21,Medical,Expense,,1052,0,1052,0,38592,Card,South
01-07-21,Savings,Savings,,15948,0,0,15948,0,Bank Transfer,South
01-07-21,Investment SIP,Investment,,6915,0,6915,0,38592,Auto Debit,South
01-08-21,Salary,Income,Job,58334,58334,0,0,0,UPI,West
01-08-21,Freelance,Income,Freelancing,14588,14588,0,0,0,Auto Debit,West
01-08-21,Rent,Expense,,21596,0,21596,0,47878,UPI,West
01-08-21,Groceries,Expense,,12249,0,12249,0,47878,Card,West
01-08-21,Transport,Expense,,3630,0,3630,0,47878,Auto Debit,West
01-08-21,Utilities,Expense,,2833,0,2833,0,47878,Auto Debit,West
01-08-21,Entertainment,Expense,,3735,0,3735,0,47878,Card,West
01-08-21,Medical,Expense,,2795,0,2795,0,47878,UPI,West
01-08-21,Savings,Savings,,16551,0,0,16551,0,Auto Debit,West
01-08-21,Investment SIP,Investment,,6841,0,6841,0,47878,Card,West
01-09-21,Salary,Income,Job,75202,75202,0,0,0,Card,East
01-09-21,Freelance,Income,Freelancing,21082,21082,0,0,0,Card,East
01-09-21,Rent,Expense,,13557,0,13557,0,41268,Bank Transfer,East
01-09-21,Groceries,Expense,,7473,0,7473,0,41268,Card,East
01-09-21,Transport,Expense,,5575,0,5575,0,41268,Bank Transfer,East
01-09-21,Utilities,Expense,,4496,0,4496,0,41268,Auto Debit,East
01-09-21,Entertainment,Expense,,8976,0,8976,0,41268,UPI,East
01-09-21,Medical,Expense,,830,0,830,0,41268,Bank Transfer,East
01-09-21,Savings,Savings,,20226,0,0,20226,0,Bank Transfer,East
01-09-21,Investment SIP,Investment,,10757,0,10757,0,41268,UPI,East
01-10-21,Salary,Income,Job,89236,89236,0,0,0,Card,North
01-10-21,Freelance,Income,Freelancing,12106,12106,0,0,0,UPI,North
01-10-21,Rent,Expense,,14557,0,14557,0,36472,Auto Debit,North
01-10-21,Groceries,Expense,,7957,0,7957,0,36472,Bank Transfer,North
01-10-21,Transport,Expense,,2965,0,2965,0,36472,Bank Transfer,North
01-10-21,Utilities,Expense,,5072,0,5072,0,36472,Card,North
01-10-21,Entertainment,Expense,,3646,0,3646,0,36472,Auto Debit,North
01-10-21,Medical,Expense,,2803,0,2803,0,36472,UPI,North
01-10-21,Savings,Savings,,17171,0,0,17171,0,Auto Debit,North
01-10-21,Investment SIP,Investment,,7398,0,7398,0,36472,Card,North
01-11-21,Salary,Income,Job,66712,66712,0,0,0,Bank Transfer,East
01-11-21,Freelance,Income,Freelancing,6054,6054,0,0,0,Card,East
01-11-21,Rent,Expense,,14781,0,14781,0,40853,Card,East
01-11-21,Groceries,Expense,,11271,0,11271,0,40853,Bank Transfer,East
01-11-21,Transport,Expense,,2502,0,2502,0,40853,UPI,East
01-11-21,Utilities,Expense,,3792,0,3792,0,40853,Bank Transfer,East
01-11-21,Entertainment,Expense,,5750,0,5750,0,40853,Auto Debit,East
01-11-21,Medical,Expense,,2251,0,2251,0,40853,UPI,East
01-11-21,Savings,Savings,,8247,0,0,8247,0,Card,East
01-11-21,Investment SIP,Investment,,5630,0,5630,0,40853,UPI,East
01-12-21,Salary,Income,Job,65706,65706,0,0,0,Bank Transfer,West
01-12-21,Freelance,Income,Freelancing,21303,21303,0,0,0,Auto Debit,West
01-12-21,Rent,Expense,,14502,0,14502,0,44576,Auto Debit,West
01-12-21,Groceries,Expense,,12493,0,12493,0,44576,Bank Transfer,West
01-12-21,Transport,Expense,,5489,0,5489,0,44576,Card,West
01-12-21,Utilities,Expense,,3430,0,3430,0,44576,Auto Debit,West
01-12-21,Entertainment,Expense,,3505,0,3505,0,44576,Card,West
01-12-21,Medical,Expense,,3562,0,3562,0,44576,Card,West
01-12-21,Savings,Savings,,9464,0,0,9464,0,Card,West
01-12-21,Investment SIP,Investment,,8344,0,8344,0,44576,Bank Transfer,West
01-01-22,Salary,Income,Job,78160,78160,0,0,0,Auto Debit,East
01-01-22,Freelance,Income,Freelancing,15283,15283,0,0,0,UPI,East
01-01-22,Rent,Expense,,14529,0,14529,0,40175,UPI,East
01-01-22,Groceries,Expense,,13336,0,13336,0,40175,Card,East
01-01-22,Transport,Expense,,2879,0,2879,0,40175,Card,East
01-01-22,Utilities,Expense,,4038,0,4038,0,40175,UPI,East
01-01-22,Entertainment,Expense,,5425,0,5425,0,40175,Auto Debit,East
01-01-22,Medical,Expense,,872,0,872,0,40175,Auto Debit,East
01-01-22,Savings,Savings,,12532,0,0,12532,0,UPI,East
01-01-22,Investment SIP,Investment,,5435,0,5435,0,40175,Auto Debit,East
01-02-22,Salary,Income,Job,55301,55301,0,0,0,Auto Debit,East
01-02-22,Freelance,Income,Freelancing,10968,10968,0,0,0,UPI,East
01-02-22,Rent,Expense,,15324,0,15324,0,41994,UPI,East
01-02-22,Groceries,Expense,,10570,0,10570,0,41994,Card,East
01-02-22,Transport,Expense,,4662,0,4662,0,41994,Auto Debit,East
01-02-22,Utilities,Expense,,3153,0,3153,0,41994,UPI,East
01-02-22,Entertainment,Expense,,6937,0,6937,0,41994,Auto Debit,East
01-02-22,Medical,Expense,,2448,0,2448,0,41994,Card,East
01-02-22,Savings,Savings,,17644,0,0,17644,0,Auto Debit,East
01-02-22,Investment SIP,Investment,,12825,0,12825,0,41994,Auto Debit,East
01-03-22,Salary,Income,Job,82601,82601,0,0,0,Card,North
01-03-22,Freelance,Income,Freelancing,12654,12654,0,0,0,Bank Transfer,North
01-03-22,Rent,Expense,,17250,0,17250,0,47690,Auto Debit,North
01-03-22,Groceries,Expense,,13870,0,13870,0,47690,Bank Transfer,North
01-03-22,Transport,Expense,,3128,0,3128,0,47690,Bank Transfer,North
01-03-22,Utilities,Expense,,5231,0,5231,0,47690,Card,North
01-03-22,Entertainment,Expense,,7649,0,7649,0,47690,Card,North
01-03-22,Medical,Expense,,2191,0,2191,0,47690,Card,North
01-03-22,Savings,Savings,,17630,0,0,17630,0,Card,North
01-03-22,Investment SIP,Investment,,8273,0,8273,0,47690,Card,North
01-04-22,Salary,Income,Job,56512,56512,0,0,0,Auto Debit,East
01-04-22,Freelance,Income,Freelancing,11394,11394,0,0,0,UPI,East
01-04-22,Rent,Expense,,21264,0,21264,0,43811,Card,East
01-04-22,Groceries,Expense,,8889,0,8889,0,43811,Auto Debit,East
01-04-22,Transport,Expense,,4963,0,4963,0,43811,Card,East
01-04-22,Utilities,Expense,,3103,0,3103,0,43811,UPI,East
01-04-22,Entertainment,Expense,,3475,0,3475,0,43811,UPI,East
01-04-22,Medical,Expense,,1704,0,1704,0,43811,Auto Debit,East
01-04-22,Savings,Savings,,14328,0,0,14328,0,Bank Transfer,East
01-04-22,Investment SIP,Investment,,14842,0,14842,0,43811,UPI,East
01-05-22,Salary,Income,Job,81511,81511,0,0,0,Bank Transfer,South
01-05-22,Freelance,Income,Freelancing,9802,9802,0,0,0,Bank Transfer,South
01-05-22,Rent,Expense,,19413,0,19413,0,47572,Bank Transfer,South
01-05-22,Groceries,Expense,,10643,0,10643,0,47572,Bank Transfer,South
01-05-22,Transport,Expense,,4950,0,4950,0,47572,UPI,South
01-05-22,Utilities,Expense,,5123,0,5123,0,47572,Auto Debit,South
01-05-22,Entertainment,Expense,,4439,0,4439,0,47572,Auto Debit,South
01-05-22,Medical,Expense,,4147,0,4147,0,47572,Auto Debit,South
01-05-22,Savings,Savings,,18140,0,0,18140,0,Auto Debit,South
01-05-22,Investment SIP,Investment,,14341,0,14341,0,47572,Bank Transfer,South
01-06-22,Salary,Income,Job,84255,84255,0,0,0,UPI,East
01-06-22,Freelance,Income,Freelancing,24538,24538,0,0,0,UPI,East
01-06-22,Rent,Expense,,16734,0,16734,0,47267,UPI,East
01-06-22,Groceries,Expense,,13461,0,13461,0,47267,Card,East
01-06-22,Transport,Expense,,2821,0,2821,0,47267,Bank Transfer,East
01-06-22,Utilities,Expense,,4142,0,4142,0,47267,Bank Transfer,East
01-06-22,Entertainment,Expense,,7352,0,7352,0,47267,Card,East
01-06-22,Medical,Expense,,1823,0,1823,0,47267,UPI,East
01-06-22,Savings,Savings,,21278,0,0,21278,0,Auto Debit,East
01-06-22,Investment SIP,Investment,,7793,0,7793,0,47267,Card,East
01-07-22,Salary,Income,Job,62716,62716,0,0,0,Bank Transfer,South
01-07-22,Freelance,Income,Freelancing,9624,9624,0,0,0,Auto Debit,South
01-07-22,Rent,Expense,,20277,0,20277,0,48912,Bank Transfer,South
01-07-22,Groceries,Expense,,7405,0,7405,0,48912,Bank Transfer,South
01-07-22,Transport,Expense,,3065,0,3065,0,48912,Auto Debit,South
01-07-22,Utilities,Expense,,5357,0,5357,0,48912,Bank Transfer,South
01-07-22,Entertainment,Expense,,8105,0,8105,0,48912,Card,South
01-07-22,Medical,Expense,,4247,0,4247,0,48912,UPI,South
01-07-22,Savings,Savings,,12476,0,0,12476,0,Auto Debit,South
01-07-22,Investment SIP,Investment,,8374,0,8374,0,48912,UPI,South
01-08-22,Salary,Income,Job,47391,47391,0,0,0,UPI,East
01-08-22,Freelance,Income,Freelancing,13735,13735,0,0,0,UPI,East
01-08-22,Rent,Expense,,16455,0,16455,0,49594,UPI,East
01-08-22,Groceries,Expense,,13517,0,13517,0,49594,Auto Debit,East
01-08-22,Transport,Expense,,4557,0,4557,0,49594,UPI,East
01-08-22,Utilities,Expense,,5227,0,5227,0,49594,Bank Transfer,East
01-08-22,Entertainment,Expense,,6370,0,6370,0,49594,Card,East
01-08-22,Medical,Expense,,1474,0,1474,0,49594,Auto Debit,East
01-08-22,Savings,Savings,,10188,0,0,10188,0,Bank Transfer,East
01-08-22,Investment SIP,Investment,,14924,0,14924,0,49594,UPI,East
01-09-22,Salary,Income,Job,56470,56470,0,0,0,Card,East
01-09-22,Freelance,Income,Freelancing,13586,13586,0,0,0,UPI,East
01-09-22,Rent,Expense,,14341,0,14341,0,39046,Bank Transfer,East
01-09-22,Groceries,Expense,,8944,0,8944,0,39046,Auto Debit,East
01-09-22,Transport,Expense,,4641,0,4641,0,39046,Bank Transfer,East
01-09-22,Utilities,Expense,,2929,0,2929,0,39046,Bank Transfer,East
01-09-22,Entertainment,Expense,,3930,0,3930,0,39046,Auto Debit,East
01-09-22,Medical,Expense,,3164,0,3164,0,39046,Bank Transfer,East
01-09-22,Savings,Savings,,14550,0,0,14550,0,UPI,East
