date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region,Year,Month,Month_Year,Income,Expense,Savings,Budget_Variance,Expense_Ratio_%,Savings_Ratio_%,Budget_Used_%,Income_Contribution_%,Expense_Type,Spending_Status
2022-04-01,Utilities,Expense,,3436,0,3436,0,47303,Bank Transfer,North,2022,April,2022-04,0,3436,-3436,43867,0.0,0.0,7.263809906348434,0.0,Non-Essential,Within Budget
2022-04-01,Entertainment,Expense,,5398,0,5398,0,47303,Card,North,2022,April,2022-04,0,5398,-5398,41905,0.0,0.0,11.411538380229585,0.0,Non-Essential,Within Budget
2022-04-01,Medical,Expense,,3634,0,3634,0,47303,Auto Debit,North,2022,April,2022-04,0,3634,-3634,43669,0.0,0.0,7.682388009217174,0.0,Non-Essential,Within Budget
2022-04-01,Savings,Savings,,13923,0,0,13923,0,UPI,North,2022,April,2022-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-04-01,Investment SIP,Investment,,12350,0,12350,0,47303,Auto Debit,North,2022,April,2022-04,0,0,0,47303,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Salary,Income,Job,80275,80275,0,0,0,Card,West,2022,May,2022-05,80275,0,80275,0,0.0,100.0,0.0,0.28970782762580943,Non-Essential,Within Budget
2022-05-01,Freelance,Income,Freelancing,20590,20590,0,0,0,Bank Transfer,West,2022,May,2022-05,20590,0,20590,0,0.0,100.0,0.0,0.07430811797963771,Non-Essential,Within Budget
2022-05-01,Rent,Expense,,15420,0,15420,0,38470,UPI,West,2022,May,2022-05,0,15420,-15420,23050,0.0,0.0,40.083181700025996,0.0,Essential,Within Budget
2022-05-01,Groceries,Expense,,7196,0,7196,0,38470,Card,West,2022,May,2022-05,0,7196,-7196,31274,0.0,0.0,18.705484793345466,0.0,Essential,Within Budget
2022-05-01,Transport,Expense,,5166,0,5166,0,38470,Bank Transfer,West,2022,May,2022-05,0,5166,-5166,33304,0.0,0.0,13.42864569794645,0.0,Essential,Within Budget
2022-05-01,Utilities,Expense,,3022,0,3022,0,38470,Auto Debit,West,2022,May,2022-05,0,3022,-3022,35448,0.0,0.0,7.855471796204835,0.0,Non-Essential,Within Budget
2022-05-01,Entertainment,Expense,,6274,0,6274,0,38470,Bank Transfer,West,2022,May,2022-05,0,6274,-6274,32196,0.0,0.0,16.308812061346504,0.0,Non-Essential,Within Budget
2022-05-01,Medical,Expense,,1092,0,1092,0,38470,Bank Transfer,West,2022,May,2022-05,0,1092,-1092,37378,0.0,0.0,2.8385755133870547,0.0,Non-Essential,Within Budget
2022-05-01,Savings,Savings,,14082,0,0,14082,0,UPI,West,2022,May,2022-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Investment SIP,Investment,,11795,0,11795,0,38470,Bank Transfer,West,2022,May,2022-05,0,0,0,38470,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Salary,Income,Job,79060,79060,0,0,0,Auto Debit,East,2022,June,2022-06,79060,0,79060,0,0.0,100.0,0.0,0.2853229629660105,Non-Essential,Within Budget
2022-06-01,Freelance,Income,Freelancing,21822,21822,0,0,0,Auto Debit,East,2022,June,2022-06,21822,0,21822,0,0.0,100.0,0.0,0.07875433465525274,Non-Essential,Within Budget
2022-06-01,Rent,Expense,,20718,0,20718,0,49566,Card,East,2022,June,2022-06,0,20718,-20718,28848,0.0,0.0,41.79881370294154,0.0,Essential,Within Budget
2022-06-01,Groceries,Expense,,11963,0,11963,0,49566,Card,East,2022,June,2022-06,0,11963,-11963,37603,0.0,0.0,24.13549610620183,0.0,Essential,Within Budget
2022-06-01,Transport,Expense,,2925,0,2925,0,49566,Card,East,2022,June,2022-06,0,2925,-2925,46641,0.0,0.0,5.901222612274544,0.0,Essential,Within Budget
2022-06-01,Utilities,Expense,,4254,0,4254,0,49566,Bank Transfer,East,2022,June,2022-06,0,4254,-4254,45312,0.0,0.0,8.582496065851592,0.0,Non-Essential,Within Budget
2022-06-01,Entertainment,Expense,,7103,0,7103,0,49566,Bank Transfer,East,2022,June,2022-06,0,7103,-7103,42463,0.0,0.0,14.330387765807206,0.0,Non-Essential,Within Budget
2022-06-01,Medical,Expense,,2400,0,2400,0,49566,Bank Transfer,East,2022,June,2022-06,0,2400,-2400,47166,0.0,0.0,4.84202881007142,0.0,Non-Essential,Within Budget
2022-06-01,Savings,Savings,,9247,0,0,9247,0,UPI,East,2022,June,2022-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Investment SIP,Investment,,14274,0,14274,0,49566,Bank Transfer,East,2022,June,2022-06,0,0,0,49566,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Salary,Income,Job,53386,53386,0,0,0,Bank Transfer,South,2022,July,2022-07,53386,0,53386,0,0.0,100.0,0.0,0.19266698331524712,Non-Essential,Within Budget
2022-07-01,Freelance,Income,Freelancing,16156,16156,0,0,0,Bank Transfer,South,2022,July,2022-07,16156,0,16156,0,0.0,100.0,0.0,0.05830606867795175,Non-Essential,Within Budget
2022-07-01,Rent,Expense,,17209,0,17209,0,50446,UPI,South,2022,July,2022-07,0,17209,-17209,33237,0.0,0.0,34.113705744756764,0.0,Essential,Within Budget
2022-07-01,Groceries,Expense,,12077,0,12077,0,50446,Bank Transfer,South,2022,July,2022-07,0,12077,-12077,38369,0.0,0.0,23.94045117551441,0.0,Essential,Within Budget
2022-07-01,Transport,Expense,,4572,0,4572,0,50446,Bank Transfer,South,2022,July,2022-07,0,4572,-4572,45874,0.0,0.0,9.0631566427467,0.0,Essential,Within Budget
2022-07-01,Utilities,Expense,,4346,0,4346,0,50446,Card,South,2022,July,2022-07,0,4346,-4346,46100,0.0,0.0,8.615152836696666,0.0,Non-Essential,Within Budget
2022-07-01,Entertainment,Expense,,8743,0,8743,0,50446,Bank Transfer,South,2022,July,2022-07,0,8743,-8743,41703,0.0,0.0,17.33140387741347,0.0,Non-Essential,Within Budget
2022-07-01,Medical,Expense,,2822,0,2822,0,50446,Auto Debit,South,2022,July,2022-07,0,2822,-2822,47624,0.0,0.0,5.594100622447766,0.0,Non-Essential,Within Budget
2022-07-01,Savings,Savings,,13217,0,0,13217,0,Card,South,2022,July,2022-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Investment SIP,Investment,,14395,0,14395,0,50446,Bank Transfer,South,2022,July,2022-07,0,0,0,50446,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Salary,Income,Job,66523,66523,0,0,0,Bank Transfer,South,2022,August,2022-08,66523,0,66523,0,0.0,100.0,0.0,0.24007765577267792,Non-Essential,Within Budget
2022-08-01,Freelance,Income,Freelancing,8032,8032,0,0,0,Card,South,2022,August,2022-08,8032,0,8032,0,0.0,100.0,0.0,0.02898702300206168,Non-Essential,Within Budget
2022-08-01,Rent,Expense,,19267,0,19267,0,46232,UPI,South,2022,August,2022-08,0,19267,-19267,26965,0.0,0.0,41.67459768125973,0.0,Essential,Within Budget
2022-08-01,Groceries,Expense,,8076,0,8076,0,46232,Bank Transfer,South,2022,August,2022-08,0,8076,-8076,38156,0.0,0.0,17.468420141893063,0.0,Essential,Within Budget
2022-08-01,Transport,Expense,,4782,0,4782,0,46232,Card,South,2022,August,2022-08,0,4782,-4782,41450,0.0,0.0,10.34348503201246,0.0,Essential,Within Budget
2022-08-01,Utilities,Expense,,5294,0,5294,0,46232,UPI,South,2022,August,2022-08,0,5294,-5294,40938,0.0,0.0,11.450943069735247,0.0,Non-Essential,Within Budget
2022-08-01,Entertainment,Expense,,8560,0,8560,0,46232,UPI,South,2022,August,2022-08,0,8560,-8560,37672,0.0,0.0,18.515314068177886,0.0,Non-Essential,Within Budget
2022-08-01,Medical,Expense,,1372,0,1372,0,46232,Auto Debit,South,2022,August,2022-08,0,1372,-1372,44860,0.0,0.0,2.967641460460287,0.0,Non-Essential,Within Budget
2022-08-01,Savings,Savings,,19309,0,0,19309,0,Card,South,2022,August,2022-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Investment SIP,Investment,,8883,0,8883,0,46232,Card,South,2022,August,2022-08,0,0,0,46232,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Salary,Income,Job,70158,70158,0,0,0,Card,East,2022,September,2022-09,70158,0,70158,0,0.0,100.0,0.0,0.2531961603310064,Non-Essential,Within Budget
2022-09-01,Freelance,Income,Freelancing,10881,10881,0,0,0,Card,East,2022,September,2022-09,10881,0,10881,0,0.0,100.0,0.0,0.03926889906442146,Non-Essential,Within Budget
2022-09-01,Rent,Expense,,18582,0,18582,0,49997,Auto Debit,East,2022,September,2022-09,0,18582,-18582,31415,0.0,0.0,37.16622997379842,0.0,Essential,Within Budget
2022-09-01,Groceries,Expense,,13399,0,13399,0,49997,Auto Debit,East,2022,September,2022-09,0,13399,-13399,36598,0.0,0.0,26.79960797647859,0.0,Essential,Within Budget
2022-09-01,Transport,Expense,,5760,0,5760,0,49997,Auto Debit,East,2022,September,2022-09,0,5760,-5760,44237,0.0,0.0,11.520691241474488,0.0,Essential,Within Budget
2022-09-01,Utilities,Expense,,4062,0,4062,0,49997,Card,East,2022,September,2022-09,0,4062,-4062,45935,0.0,0.0,8.124487469248155,0.0,Non-Essential,Within Budget
2022-09-01,Entertainment,Expense,,6498,0,6498,0,49997,UPI,East,2022,September,2022-09,0,6498,-6498,43499,0.0,0.0,12.996779806788409,0.0,Non-Essential,Within Budget
2022-09-01,Medical,Expense,,1948,0,1948,0,49997,Auto Debit,East,2022,September,2022-09,0,1948,-1948,48049,0.0,0.0,3.8962337740264417,0.0,Non-Essential,Within Budget
2022-09-01,Savings,Savings,,17958,0,0,17958,0,UPI,East,2022,September,2022-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Investment SIP,Investment,,13181,0,13181,0,49997,Bank Transfer,East,2022,September,2022-09,0,0,0,49997,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Salary,Income,Job,87760,87760,0,0,0,Auto Debit,North,2022,October,2022-10,87760,0,87760,0,0.0,100.0,0.0,0.31672075929543486,Non-Essential,Within Budget
2022-10-01,Freelance,Income,Freelancing,16734,16734,0,0,0,Auto Debit,North,2022,October,2022-10,16734,0,16734,0,0.0,100.0,0.0,0.060392037215699725,Non-Essential,Within Budget
2022-10-01,Rent,Expense,,17223,0,17223,0,45445,Card,North,2022,October,2022-10,0,17223,-17223,28222,0.0,0.0,37.89855869732644,0.0,Essential,Within Budget
2022-10-01,Groceries,Expense,,7391,0,7391,0,45445,Auto Debit,North,2022,October,2022-10,0,7391,-7391,38054,0.0,0.0,16.263615359225437,0.0,Essential,Within Budget
2022-10-01,Transport,Expense,,4692,0,4692,0,45445,UPI,North,2022,October,2022-10,0,4692,-4692,40753,0.0,0.0,10.324568159313456,0.0,Essential,Within Budget
2022-10-01,Utilities,Expense,,5382,0,5382,0,45445,UPI,North,2022,October,2022-10,0,5382,-5382,40063,0.0,0.0,11.842887006271317,0.0,Non-Essential,Within Budget
2022-10-01,Entertainment,Expense,,7175,0,7175,0,45445,UPI,North,2022,October,2022-10,0,7175,-7175,38270,0.0,0.0,15.788315546264716,0.0,Non-Essential,Within Budget
2022-10-01,Medical,Expense,,3086,0,3086,0,45445,UPI,North,2022,October,2022-10,0,3086,-3086,42359,0.0,0.0,6.7906260314666085,0.0,Non-Essential,Within Budget
2022-10-01,Savings,Savings,,20458,0,0,20458,0,UPI,North,2022,October,2022-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Investment SIP,Investment,,13892,0,13892,0,45445,Bank Transfer,North,2022,October,2022-10,0,0,0,45445,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Salary,Income,Job,50375,50375,0,0,0,Bank Transfer,East,2022,November,2022-11,50375,0,50375,0,0.0,100.0,0.0,0.1818004586315808,Non-Essential,Within Budget
2022-11-01,Freelance,Income,Freelancing,22715,22715,0,0,0,Bank Transfer,East,2022,November,2022-11,22715,0,22715,0,0.0,100.0,0.0,0.08197711995665227,Non-Essential,Within Budget
2022-11-01,Rent,Expense,,19406,0,19406,0,44477,Auto Debit,East,2022,November,2022-11,0,19406,-19406,25071,0.0,0.0,43.63153989702543,0.0,Essential,Within Budget
2022-11-01,Groceries,Expense,,7893,0,7893,0,44477,UPI,East,2022,November,2022-11,0,7893,-7893,36584,0.0,0.0,17.746250871236818,0.0,Essential,Within Budget
2022-11-01,Transport,Expense,,3422,0,3422,0,44477,Card,East,2022,November,2022-11,0,3422,-3422,41055,0.0,0.0,7.693864244440947,0.0,Essential,Within Budget
2022-11-01,Utilities,Expense,,4646,0,4646,0,44477,UPI,East,2022,November,2022-11,0,4646,-4646,39831,0.0,0.0,10.445848416035254,0.0,Non-Essential,Within Budget
2022-11-01,Entertainment,Expense,,6881,0,6881,0,44477,Auto Debit,East,2022,November,2022-11,0,6881,-6881,37596,0.0,0.0,15.470917552892507,0.0,Non-Essential,Within Budget
2022-11-01,Medical,Expense,,4219,0,4219,0,44477,UPI,East,2022,November,2022-11,0,4219,-4219,40258,0.0,0.0,9.485801650291162,0.0,Non-Essential,Within Budget
2022-11-01,Savings,Savings,,11987,0,0,11987,0,Bank Transfer,East,2022,November,2022-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Investment SIP,Investment,,13653,0,13653,0,44477,UPI,East,2022,November,2022-11,0,0,0,44477,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Salary,Income,Job,48252,48252,0,0,0,UPI,East,2022,December,2022-12,48252,0,48252,0,0.0,100.0,0.0,0.1741386745387799,Non-Essential,Within Budget
2022-12-01,Freelance,Income,Freelancing,10887,10887,0,0,0,Card,East,2022,December,2022-12,10887,0,10887,0,0.0,100.0,0.0,0.039290552717062444,Non-Essential,Within Budget
2022-12-01,Rent,Expense,,18901,0,18901,0,46654,UPI,East,2022,December,2022-12,0,18901,-18901,27753,0.0,0.0,40.51313928066189,0.0,Essential,Within Budget
2022-12-01,Groceries,Expense,,13416,0,13416,0,46654,Bank Transfer,East,2022,December,2022-12,0,13416,-13416,33238,0.0,0.0,28.756376730826936,0.0,Essential,Within Budget
2022-12-01,Transport,Expense,,4355,0,4355,0,46654,Card,East,2022,December,2022-12,0,4355,-4355,42299,0.0,0.0,9.334676555064947,0.0,Essential,Within Budget
2022-12-01,Utilities,Expense,,5117,0,5117,0,46654,UPI,East,2022,December,2022-12,0,5117,-5117,41537,0.0,0.0,10.967977022334633,0.0,Non-Essential,Within Budget
2022-12-01,Entertainment,Expense,,3214,0,3214,0,46654,Bank Transfer,East,2022,December,2022-12,0,3214,-3214,43440,0.0,0.0,6.889012732027265,0.0,Non-Essential,Within Budget
2022-12-01,Medical,Expense,,1477,0,1477,0,46654,UPI,East,2022,December,2022-12,0,1477,-1477,45177,0.0,0.0,3.16585930466841,0.0,Non-Essential,Within Budget
2022-12-01,Savings,Savings,,20930,0,0,20930,0,Auto Debit,East,2022,December,2022-12,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Investment SIP,Investment,,14682,0,14682,0,46654,Bank Transfer,East,2022,December,2022-12,0,0,0,46654,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Salary,Income,Job,79626,79626,0,0,0,Card,East,2023,January,2023-01,79626,0,79626,0,0.0,100.0,0.0,0.2873656241984765,Non-Essential,Within Budget
2023-01-01,Freelance,Income,Freelancing,18751,18751,0,0,0,UPI,East,2023,January,2023-01,18751,0,18751,0,0.0,100.0,0.0,0.06767127344517661,Non-Essential,Within Budget
2023-01-01,Rent,Expense,,15092,0,15092,0,43914,UPI,East,2023,January,2023-01,0,15092,-15092,28822,0.0,0.0,34.3671722002095,0.0,Essential,Within Budget
2023-01-01,Groceries,Expense,,11959,0,11959,0,43914,Card,East,2023,January,2023-01,0,11959,-11959,31955,0.0,0.0,27.232773147515598,0.0,Essential,Within Budget
2023-01-01,Transport,Expense,,4740,0,4740,0,43914,Card,East,2023,January,2023-01,0,4740,-4740,39174,0.0,0.0,10.793824292936193,0.0,Essential,Within Budget
2023-01-01,Utilities,Expense,,3417,0,3417,0,43914,UPI,East,2023,January,2023-01,0,3417,-3417,40497,0.0,0.0,7.7811176390217245,0.0,Non-Essential,Within Budget
2023-01-01,Entertainment,Expense,,8213,0,8213,0,43914,Auto Debit,East,2023,January,2023-01,0,8213,-8213,35701,0.0,0.0,18.702463906726784,0.0,Non-Essential,Within Budget
2023-01-01,Medical,Expense,,1127,0,1127,0,43914,Card,East,2023,January,2023-01,0,1127,-1127,42787,0.0,0.0,2.566379742223437,0.0,Non-Essential,Within Budget
2023-01-01,Savings,Savings,,21116,0,0,21116,0,Card,East,2023,January,2023-01,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Investment SIP,Investment,,7742,0,7742,0,43914,UPI,East,2023,January,2023-01,0,0,0,43914,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Salary,Income,Job,66460,66460,0,0,0,Bank Transfer,East,2023,February,2023-02,66460,0,66460,0,0.0,100.0,0.0,0.23985029241994762,Non-Essential,Within Budget
2023-02-01,Freelance,Income,Freelancing,16627,16627,0,0,0,UPI,East,2023,February,2023-02,16627,0,16627,0,0.0,100.0,0.0,0.06000588041026887,Non-Essential,Within Budget
2023-02-01,Rent,Expense,,21877,0,21877,0,51574,Bank Transfer,East,2023,February,2023-02,0,21877,-21877,29697,0.0,0.0,42.418660565401176,0.0,Essential,Within Budget
2023-02-01,Groceries,Expense,,8944,0,8944,0,51574,Bank Transfer,East,2023,February,2023-02,0,8944,-8944,42630,0.0,0.0,17.342071586458292,0.0,Essential,Within Budget
2023-02-01,Transport,Expense,,4980,0,4980,0,51574,Auto Debit,East,2023,February,2023-02,0,4980,-4980,46594,0.0,0.0,9.656028231279327,0.0,Essential,Within Budget
2023-02-01,Utilities,Expense,,5161,0,5161,0,51574,Auto Debit,East,2023,February,2023-02,0,5161,-5161,46413,0.0,0.0,10.006980261372009,0.0,Non-Essential,Within Budget
2023-02-01,Entertainment,Expense,,6354,0,6354,0,51574,Bank Transfer,East,2023,February,2023-02,0,6354,-6354,45220,0.0,0.0,12.320161321596153,0.0,Non-Essential,Within Budget
2023-02-01,Medical,Expense,,2766,0,2766,0,51574,Card,East,2023,February,2023-02,0,2766,-2766,48808,0.0,0.0,5.3631674874936985,0.0,Non-Essential,Within Budget
2023-02-01,Savings,Savings,,20698,0,0,20698,0,Card,East,2023,February,2023-02,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Investment SIP,Investment,,7554,0,7554,0,51574,Card,East,2023,February,2023-02,0,0,0,51574,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Salary,Income,Job,63952,63952,0,0,0,Card,East,2023,March,2023-03,63952,0,63952,0,0.0,100.0,0.0,0.230799065616017,Non-Essential,Within Budget
2023-03-01,Freelance,Income,Freelancing,9091,9091,0,0,0,Auto Debit,East,2023,March,2023-03,9091,0,9091,0,0.0,100.0,0.0,0.03280889269319506,Non-Essential,Within Budget
2023-03-01,Rent,Expense,,13449,0,13449,0,49425,UPI,East,2023,March,2023-03,0,13449,-13449,35976,0.0,0.0,27.21092564491654,0.0,Essential,Within Budget
2023-03-01,Groceries,Expense,,11121,0,11121,0,49425,Bank Transfer,East,2023,March,2023-03,0,11121,-11121,38304,0.0,0.0,22.500758725341427,0.0,Essential,Within Budget
2023-03-01,Transport,Expense,,5552,0,5552,0,49425,Auto Debit,East,2023,March,2023-03,0,5552,-5552,43873,0.0,0.0,11.233181588265047,0.0,Essential,Within Budget
2023-03-01,Utilities,Expense,,4472,0,4472,0,49425,UPI,East,2023,March,2023-03,0,4472,-4472,44953,0.0,0.0,9.048052604957006,0.0,Non-Essential,Within Budget
2023-03-01,Entertainment,Expense,,8989,0,8989,0,49425,UPI,East,2023,March,2023-03,0,8989,-8989,40436,0.0,0.0,18.18715225088518,0.0,Non-Essential,Within Budget
2023-03-01,Medical,Expense,,4324,0,4324,0,49425,Auto Debit,East,2023,March,2023-03,0,4324,-4324,45101,0.0,0.0,8.748609003540718,0.0,Non-Essential,Within Budget
2023-03-01,Savings,Savings,,10122,0,0,10122,0,Bank Transfer,East,2023,March,2023-03,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Investment SIP,Investment,,13440,0,13440,0,49425,Bank Transfer,East,2023,March,2023-03,0,0,0,49425,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Salary,Income,Job,76221,76221,0,0,0,Auto Debit,West,2023,April,2023-04,76221,0,76221,0,0.0,100.0,0.0,0.275077176324719,Non-Essential,Within Budget
2023-04-01,Freelance,Income,Freelancing,15506,15506,0,0,0,Bank Transfer,West,2023,April,2023-04,15506,0,15506,0,0.0,100.0,0.0,0.05596025630851201,Non-Essential,Within Budget
2023-04-01,Rent,Expense,,14184,0,14184,0,43551,UPI,West,2023,April,2023-04,0,14184,-14184,29367,0.0,0.0,32.56871254391403,0.0,Essential,Within Budget
2023-04-01,Groceries,Expense,,8938,0,8938,0,43551,UPI,West,2023,April,2023-04,0,8938,-8938,34613,0.0,0.0,20.523064912401555,0.0,Essential,Within Budget
2023-04-01,Transport,Expense,,5941,0,5941,0,43551,Bank Transfer,West,2023,April,2023-04,0,5941,-5941,37610,0.0,0.0,13.641477807627838,0.0,Essential,Within Budget
2023-04-01,Utilities,Expense,,5286,0,5286,0,43551,UPI,West,2023,April,2023-04,0,5286,-5286,38265,0.0,0.0,12.137493972583867,0.0,Non-Essential,Within Budget
2023-04-01,Entertainment,Expense,,7377,0,7377,0,43551,Bank Transfer,West,2023,April,2023-04,0,7377,-7377,36174,0.0,0.0,16.938761452090652,0.0,Non-Essential,Within Budget
2023-04-01,Medical,Expense,,3801,0,3801,0,43551,UPI,West,2023,April,2023-04,0,3801,-3801,39750,0.0,0.0,8.727698560308603,0.0,Non-Essential,Within Budget
2023-04-01,Savings,Savings,,10020,0,0,10020,0,Bank Transfer,West,2023,April,2023-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Investment SIP,Investment,,7434,0,7434,0,43551,Bank Transfer,West,2023,April,2023-04,0,0,0,43551,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-05-01,Salary,Income,Job,81009,81009,0,0,0,Bank Transfer,East,2023,May,2023-05,81009,0,81009,0,0.0,100.0,0.0,0.2923567911322229,Non-Essential,Within Budget
2023-05-01,Freelance,Income,Freelancing,21024,21024,0,0,0,Bank Transfer,East,2023,May,2023-05,21024,0,21024,0,0.0,100.0,0.0,0.07587439885400209,Non-Essential,Within Budget
2023-05-01,Rent,Expense,,15090,0,15090,0,40368,Bank Transfer,East,2023,May,2023-05,0,15090,-15090,25278,0.0,0.0,37.38109393579073,0.0,Essential,Within Budget
2023-05-01,Groceries,Expense,,10566,0,10566,0,40368,Auto Debit,East,2023,May,2023-05,0,10566,-10566,29802,0.0,0.0,26.174197384066588,0.0,Essential,Within Budget
2023-05-01,Transport,Expense,,2828,0,2828,0,40368,UPI,East,2023,May,2023-05,0,2828,-2828,37540,0.0,0.0,7.0055489496631,0.0,Essential,Within Budget
2023-05-01,Utilities,Expense,,5317,0,5317,0,40368,Bank Transfer,East,2023,May,2023-05,0,5317,-5317,35051,0.0,0.0,13.171323820848196,0.0,Non-Essential,Within Budget
2023-05-01,Entertainment,Expense,,3738,0,3738,0,40368,Card,East,2023,May,2023-05,0,3738,-3738,36630,0.0,0.0,9.259809750297265,0.0,Non-Essential,Within Budget
2023-05-01,Medical,Expense,,1061,0,1061,0,40368,Card,East,2023,May,2023-05,0,1061,-1061,39307,0.0,0.0,2.6283194609591756,0.0,Non-Essential,Within Budget
2023-05-01,Savings,Savings,,15821,0,0,15821,0,UPI,East,2023,May,2023-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-05-01,Investment SIP,Investment,,6743,0,6743,0,40368,UPI,East,2023,May,2023-05,0,0,0,40368,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-06-01,Salary,Income,Job,53177,53177,0,0,0,Auto Debit,East,2023,June,2023-06,53177,0,53177,0,0.0,100.0,0.0,0.19191271441491958,Non-Essential,Within Budget
2023-06-01,Freelance,Income,Freelancing,17956,17956,0,0,0,Auto Debit,East,2023,June,2023-06,17956,0,17956,0,0.0,100.0,0.0,0.06480216447024645,Non-Essential,Within Budget
2023-06-01,Rent,Expense,,20119,0,20119,0,47846,Bank Transfer,East,2023,June,2023-06,0,20119,-20119,27727,0.0,0.0,42.049492120553445,0.0,Essential,Within Budget
2023-06-01,Groceries,Expense,,12868,0,12868,0,47846,Auto Debit,East,2023,June,2023-06,0,12868,-12868,34978,0.0,0.0,26.89462023993646,0.0,Essential,Within Budget
2023-06-01,Transport,Expense,,4725,0,4725,0,47846,Auto Debit,East,2023,June,2023-06,0,4725,-4725,43121,0.0,0.0,9.875433683066506,0.0,Essential,Within Budget
2023-06-01,Utilities,Expense,,3527,0,3527,0,47846,Bank Transfer,East,2023,June,2023-06,0,3527,-3527,44319,0.0,0.0,7.371567111148266,0.0,Non-Essential,Within Budget
2023-06-01,Entertainment,Expense,,4886,0,4886,0,47846,UPI,East,2023,June,2023-06,0,4886,-4886,42960,0.0,0.0,10.21192994189692,0.0,Non-Essential,Within Budget
2023-06-01,Medical,Expense,,3518,0,3518,0,47846,Bank Transfer,East,2023,June,2023-06,0,3518,-3518,44328,0.0,0.0,7.35275676127576,0.0,Non-Essential,Within Budget
2023-06-01,Savings,Savings,,16570,0,0,16570,0,Bank Transfer,East,2023,June,2023-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-06-01,Investment SIP,Investment,,6583,0,6583,0,47846,Auto Debit,East,2023,June,2023-06,0,0,0,47846,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-07-01,Salary,Income,Job,59318,59318,0,0,0,Card,East,2023,July,2023-07,59318,0,59318,0,0.0,100.0,0.0,0.214075227892965,Non-Essential,Within Budget
2023-07-01,Freelance,Income,Freelancing,14107,14107,0,0,0,UPI,East,2023,July,2023-07,14107,0,14107,0,0.0,100.0,0.0,0.05091134630105629,Non-Essential,Within Budget
2023-07-01,Rent,Expense,,21698,0,21698,0,52081,Bank Transfer,East,2023,July,2023-07,0,21698,-21698,30383,0.0,0.0,41.662026458785355,0.0,Essential,Within Budget
2023-07-01,Groceries,Expense,,11937,0,11937,0,52081,UPI,East,2023,July,2023-07,0,11937,-11937,40144,0.0,0.0,22.92006681899349,0.0,Essential,Within Budget
2023-07-01,Transport,Expense,,3153,0,3153,0,52081,UPI,East,2023,July,2023-07,0,3153,-3153,48928,0.0,0.0,6.0540312205986835,0.0,Essential,Within Budget
2023-07-01,Utilities,Expense,,5047,0,5047,0,52081,Auto Debit,East,2023,July,2023-07,0,5047,-5047,47034,0.0,0.0,9.690674142201571,0.0,Non-Essential,Within Budget
2023-07-01,Entertainment,Expense,,4922,0,4922,0,52081,Card,East,2023,July,2023-07,0,4922,-4922,47159,0.0,0.0,9.45066338971986,0.0,Non-Essential,Within Budget
2023-07-01,Medical,Expense,,4461,0,4461,0,52081,Auto Debit,East,2023,July,2023-07,0,4461,-4461,47620,0.0,0.0,8.56550373456731,0.0,Non-Essential,Within Budget
2023-07-01,Savings,Savings,,15304,0,0,15304,0,UPI,East,2023,July,2023-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
